id;budget;genres;imdb_id;original_language;original_title;overview;popularity;production_companies;production_countries;release_date;revenue;runtime;spoken_languages;status;tagline;title;vote_average;vote_count;production_companies_number;production_countries_number;spoken_languages_number
931;1500000;Thriller|Drama|Horror;tt0069995;en;Don't Look Now;After Laura and John Baxter lose their only child in a horrible drowning, they are greeted by strange sightings of her throughout their everyday lives. When two old ladies approach them in Italy with news that their daughter may still be alive, it seems too good to be true. Perhaps it is...;0.368568;Casey Productions;Italy;03/12/1973;0;110;Italiano;Released;Pass the warning.;Don't Look Now;7.1;176;2;2;2
932;0;Drama;tt0038769;de;Die Mörder sind unter uns;Murderers Among Us was the first German film after the Second World War. Filmed in the Soviet occupied section of Berlin in the summer of 1946. The film would be the first film about the wreckage from the war and the first film produced by DEFA.;0.025168;DEFA;Germany;14/10/1946;0;91;Deutsch;Released;;Murderers Among Us;7.4;5;1;1;1
933;0;Comedy;tt0061756;de;Heißer Sommer;The 1968 East German film Heißer Sommer brought six million East Germans into the theaters and today is regarded as one of the greatest DEFA films. Actors Frank Schobel and Chris Doerk were made famous from the film.;0.000593;none;Germany;19/06/1968;0;97;Deutsch;Released;"The East German ""Grease""";Hot Summer;4.0;2;0;1;1
934;0;Drama|Action|Crime;tt0048021;fr;Du rififi chez les hommes;Out of prison after a five-year stretch, jewel thief Tony (Jean Servais) turns down a quick job his friend Jo (Carl Mohner) offers him, until he discovers that his old girlfriend Mado (Marie Sabouret) has become the lover of local gangster Pierre Grutter (Marcel Lupovici) during Tony's absence. Expanding a minor smash-and-grab into a full-scale jewel heist, Tony and his crew appear to get away clean, but their actions after the job is completed threaten the lives of everyone involved.;0.496674;Société Nationale Pathé Cinéma;France;13/04/1955;460226;122;English;Released;"[""Rififi""] ...means Trouble!";Rififi;7.7;83;3;1;3
935;1800000;Drama|Comedy|War;tt0057012;en;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb;"Insane General Jack D. Ripper initiates a nuclear strike on the Soviet Union. As soon as the actions of General ""Buck"" Turgidson are discovered, a war room full of politicians, generals and a Russian diplomat all frantically try to stop the nuclear strike. Near the end is a scene that is probably the most uniquely unforgettable performance of Slim Pickens in his movie career. Peter Sellers plays multiple roles in this film.";4.472256;Hawk Films;United Kingdom;29/01/1964;9440272;95;English;Released;The hot-line suspense comedy;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb;8.0;1338;2;2;1
936;0;Comedy|Crime;tt0057413;en;The Pink Panther;The trademark of The Phantom, a renowned jewel thief, is a glove left at the scene of the crime. Inspector Clouseau, an expert on The Phantom's exploits, feels sure that he knows where The Phantom will strike next and leaves Paris for Switzerland, where the famous Lugashi jewel 'The Pink Panther' is going to be. However, he does not know who The Phantom really is, or for that matter who anyone else really is...;1.871113;United Artists;United States of America;19/12/1963;10878107;115;English;Released;A Madcap Frolic Of Crime and Fun;The Pink Panther;6.9;224;1;1;3
938;600000;Western;tt0059578;it;Per qualche dollaro in più;"Two bounty hunters are in pursuit of ""El Indio,"" one of the most wanted fugitives in the western territories, and his gang.";3.511268;Constantin Film Produktion;Italy;18/12/1965;15000000;132;Italiano;Released;The man with no name is back... the man in black is waiting... a walking arsenal - he uncoils, strikes and kills!;For a Few Dollars More;7.7;887;2;3;1
939;0;Drama|Music;tt0018037;en;The Jazz Singer;A young Jewish man is torn between tradition and individuality when his old-fashioned family objects to his career as a jazz singer. This is the first full length feature film to use synchronized sound, and is the original film musical.;0.496127;Warner Bros.;United States of America;06/10/1927;0;89;English;Released;;The Jazz Singer;6.2;26;1;1;3
940;0;Mystery|Thriller;tt0030341;en;The Lady Vanishes;On a train headed for England a group of travelers is delayed by an avalanche. Holed up in a hotel in a fictional European country, young Iris befriends elderly Miss Froy. When the train resumes, Iris suffers a bout of unconsciousness and wakes to find the old woman has disappeared. The other passengers ominously deny Miss Froy ever existed, so Iris begins to investigate with another traveler and, as the pair sleuth, romantic sparks fly.;0.964964;Gainsborough Pictures;United Kingdom;26/07/1938;0;96;Italiano;Released;Spies! Playing the game of love - and sudden death!;The Lady Vanishes;7.5;168;1;1;4
941;15000000;Adventure|Action|Comedy|Thriller|Crime;tt0093409;en;Lethal Weapon;Veteran buttoned-down LAPD detective Roger Murtaugh is partnered with unhinged cop Martin Riggs, who -- distraught after his wife's death -- has a death wish and takes unnecessary risks with criminals at every turn. The odd couple embark on their first homicide investigation as partners, involving a young woman known to Murtaugh with ties to a drug and prostitution ring.;3.127417;Silver Pictures;United States of America;06/03/1987;120207127;110;English;Released;If these two can learn to stand each other... the bad guys don't stand a chance.;Lethal Weapon;7.0;1265;2;1;1
942;25000000;Action|Adventure|Comedy|Crime|Thriller;tt0097733;en;Lethal Weapon 2;In the opening chase, Martin Riggs and Roger Murtaugh stumble across a trunk full of Krugerrands. They follow the trail to a South African diplomat who's using his immunity to conceal a smuggling operation. When he plants a bomb under Murtaugh's toilet, the action explodes!;3.938691;Silver Pictures;United States of America;07/07/1989;227853986;114;English;Released;The magic is back!;Lethal Weapon 2;6.7;980;2;1;2
943;35000000;Adventure|Action|Comedy|Thriller|Crime;tt0104714;en;Lethal Weapon 3;Archetypal buddy cops Riggs and Murtaugh are back for another round of high-stakes action, this time setting their collective sights on bringing down a former Los Angeles police lieutenant turned black market weapons dealer. Lorna Cole joins as the beautiful yet hardnosed internal affairs sergeant who catches Riggs's eye.;3.27455;Silver Pictures;United States of America;15/05/1992;321731527;118;English;Released;The magic is back again!;Lethal Weapon 3;6.4;755;2;1;1
944;140000000;Action|Adventure|Comedy|Crime|Thriller;tt0122151;en;Lethal Weapon 4;In the combustible action franchise's final installment, maverick detectives Martin Riggs and Roger Murtaugh square off against Asian mobster Wah Sing Ku, who's up to his neck in slave trading and counterfeit currency. With help from gumshoe Leo Getz and smart-aleck rookie cop Lee Butters, Riggs and Murtaugh aim to take down Ku and his gang.;3.378791;Silver Pictures;United States of America;10/07/1998;285444603;127;English;Released;The faces you love. The action you expect.;Lethal Weapon 4;6.3;711;3;1;3
946;0;Drama;tt0040536;en;Letter from an Unknown Woman;A pianist about to flee from a duel receives a letter from a woman he cannot remember. As she tells the story of her lifelong love for him, he is forced to reinterpret his own past.;0.174947;Universal Pictures;United States of America;28/04/1948;0;87;English;Released;;Letter from an Unknown Woman;8.1;52;2;1;1
947;15000000;Adventure|Drama|History|War;tt0056172;en;Lawrence of Arabia;An epic about British officer T.E. Lawrence's mission to aid the Arab tribes in their revolt against the Ottoman Empire during the First World War. Lawrence becomes a flamboyant, messianic figure in the cause of Arab unity but his psychological instability threatens to undermine his achievements.;2.800015;Horizon Pictures (II);United Kingdom;10/12/1962;69995385;216;العربية;Released;;Lawrence of Arabia;7.8;799;1;1;3
948;300000;Horror|Thriller;tt0077651;en;Halloween;In John Carpenter's horror classic, a psychotic murderer, institutionalized since childhood for the murder of his sister, escapes and stalks a bookish teenage girl and her friends while his doctor chases him through the streets.;2.737736;Compass International Pictures;United States of America;25/10/1978;70000000;91;English;Released;The Night He Came Home;Halloween;7.4;939;2;1;1
949;60000000;Action|Crime|Drama|Thriller;tt0113277;en;Heat;Obsessive master thief, Neil McCauley leads a top-notch crew on various daring heists throughout Los Angeles while determined detective, Vincent Hanna pursues him without rest. Each man recognizes and respects the ability and the dedication of the other even though they are aware their cat-and-mouse game may end in violence.;5.667624;Regency Enterprises;United States of America;15/12/1995;187436818;170;English;Released;A Los Angeles Crime Saga;Heat;7.7;1721;3;1;2
950;80000000;Animation|Family|Comedy|Adventure;tt0438097;en;Ice Age: The Meltdown;Diego, Manny and Sid return in this sequel to the hit animated movie Ice Age. This time around, the deep freeze is over, and the ice-covered earth is starting to melt, which will destroy the trio's cherished valley. The impending disaster prompts them to reunite and warn all the other beasts about the desperate situation.;4.41089;Blue Sky Studios;United States of America;23/03/2006;660940780;91;English;Released;The Ice age is melting away.;Ice Age: The Meltdown;6.5;2645;2;1;1
951;15000000;Comedy;tt0099938;en;Kindergarten Cop;Hard-edged cop John Kimble gets more than he bargained for when he goes undercover as a kindergarten teacher to get the goods on a brutal drug lord while at the same time protecting the man's young son. Pitted against a class of boisterous moppets whose antics try his patience and test his mettle, Kimble may have met his match … in more ways than one.;0.415861;Imagine Entertainment;United States of America;21/12/1990;201957688;111;English;Released;Go ahead, you tell him you didn't do your homework.;Kindergarten Cop;5.8;574;2;1;2
953;75000000;Family|Animation;tt0351283;en;Madagascar;Zoo animals leave the comforts of man-made habitats for exotic adventure in this animated family film. After escaping from the zoo, four friends -- a lion, a hippo, a zebra and a giraffe -- are sent back to Africa. When their ship capsizes, stranding them on Madagascar, an island populated by crazy critters, the pals must adapt to jungle life and their new roles as wild animals.;4.334485;DreamWorks SKG;United States of America;25/05/2005;532680671;86;English;Released;It's All Some Type Of Whacked Out Conspiracy.;Madagascar;6.5;2927;3;1;5
954;80000000;Adventure|Action|Thriller;tt0117060;en;Mission: Impossible;When Ethan Hunt, the leader of a crack espionage team whose perilous operation has gone awry with no explanation, discovers that a mole has penetrated the CIA, he's surprised to learn that he's the No. 1 suspect. To clear his name, Hunt now must ferret out the real double agent and, in the process, even the score.;6.028715;Paramount Pictures;United States of America;21/05/1996;457696359;110;English;Released;Expect the Impossible.;Mission: Impossible;6.7;2443;2;1;3
955;125000000;Adventure|Action|Thriller;tt0120755;en;Mission: Impossible II;With computer genius Luther Stickell at his side and a beautiful thief on his mind, agent Ethan Hunt races across Australia and Spain to stop a former IMF agent from unleashing a genetically engineered biological weapon called Chimera. This mission, should Hunt choose to accept it, plunges him into the center of an international crisis of terrifying magnitude.;4.754042;Paramount Pictures;Germany;24/05/2000;546388105;123;English;Released;Expect the impossible again.;Mission: Impossible II;5.9;1786;3;2;1
956;150000000;Adventure|Action|Thriller;tt0317919;en;Mission: Impossible III;Retired from active duty to train new IMF agents, Ethan Hunt is called back into action to confront sadistic arms dealer, Owen Davian. Hunt must try to protect his girlfriend while working with his new team to complete the mission.;4.048455;Paramount Pictures;China;03/05/2006;397850012;126;Deutsch;Released;The Mission Begins 05:05:06.;Mission: Impossible III;6.5;1897;7;3;6
957;22700000;Comedy|Science Fiction;tt0094012;en;Spaceballs;"When the nefarious Dark Helmet hatches a plan to snatch Princess Vespa and steal her planet's air, space-bum-for-hire Lone Starr and his clueless sidekick fly to the rescue. Along the way, they meet Yogurt, who puts Lone Starr wise to the power of ""The Schwartz."" Can he master it in time to save the day?";4.453449;Brooksfilms Ltd.;United States of America;24/06/1987;38119483;96;English;Released;May the schwartz be with you;Spaceballs;6.7;840;2;1;1
961;750000;Action|Adventure|Comedy|Drama;tt0017925;en;The General;During America’s Civil War Union spies steal engineer Johnnie Gray's (Buster Keaton's) beloved locomotive The General and he single-handedly must do all in his power to get it back. Released throughout most of the world in 1927, this Silent comedy-action film flopped when originally released, but now is regarded as one of the great American motion pictures. The story is based on actual historic events.;1.836467;Buster Keaton Productions;United States of America;31/12/1926;0;79;English;Released;"Buster drives ""The General"" to trainload of laughter. (Trade paper ad).";The General;7.9;216;2;1;1
962;923000;Adventure|Comedy|Drama;tt0015864;en;The Gold Rush;A lone prospector ventures into Alaska looking for gold. He gets mixed up with some burly characters and falls in love with the beautiful Georgia. He tries to win her heart with his singular charm.;1.01308;Charles Chaplin Productions;United States of America;25/06/1925;2500000;95;English;Released;The World's Greatest Laughing Picture!;The Gold Rush;7.7;272;1;1;1
963;375000;Mystery|Crime|Thriller;tt0033870;en;The Maltese Falcon;A private detective takes on a case that involves him with three eccentric criminals, a gorgeous liar, and their quest for a priceless statuette.;1.955844;Warner Bros.;United States of America;18/11/1941;1000000;100;English;Released;A story as EXPLOSIVE as his BLAZING automatics!;The Maltese Falcon;7.7;395;1;1;1
964;0;Drama|Horror;tt0016220;en;The Phantom of the Opera;"A grotesquely disfigured composer known as the ""Phantom"" haunts Paris' opera house, where he's secretly grooming Christine Daae to be an opera diva. Luring her to his underground lair, the Phantom declares his love. But Christine loves Raoul de Chagny and plans to elope with him after her next performance. When the Phantom finds out, he abducts Christine, incurring the wrath of Raoul -- and a horde of rabid Parisians.";0.798751;Universal Pictures;United States of America;06/09/1925;0;101;English;Released;The greatest horror film of modern cinema!;The Phantom of the Opera;7.0;70;1;1;1
965;0;Drama;tt0035015;en;The Magnificent Ambersons;The spoiled young heir to the decaying Amberson fortune comes between his widowed mother and the man she has always loved.;0.558718;RKO Radio Pictures;United States of America;10/07/1942;0;88;English;Released;;The Magnificent Ambersons;7.5;68;2;1;1
966;2000000;Western;tt0054047;en;The Magnificent Seven;An oppressed Mexican peasant village hires seven gunfighters to help defend their homes.;2.885593;The Mirisch Corporation;United States of America;23/10/1960;4905000;128;English;Released;They were seven - And they fought like seven hundred!;The Magnificent Seven;7.4;417;2;1;2
967;12000000;Action|Drama|History;tt0054331;en;Spartacus;Spartacus is a 1960 American historical drama film directed by Stanley Kubrick and based on the novel of the same name by Howard Fast about the historical life of Spartacus and the Third Servile War. The film stars Kirk Douglas as the rebellious slave Spartacus who leads a violent revolt against the decadent Roman empire. The film was awarded four Oscars and stands today as one of the greatest classics of the Sword and Sandal genre.;2.362693;Bryna Productions;United States of America;06/10/1960;60000000;197;English;Released;More titanic than any story ever told!;Spartacus;7.3;425;2;1;1
968;1800000;Crime|Drama|Thriller;tt0072890;en;Dog Day Afternoon;"A man robs a bank to pay for his lover's operation; it turns into a hostage situation and a media circus.";2.247543;Artists Entertainment Complex;United States of America;11/08/1975;46665856;125;English;Released;The most bizarre bank siege ever;Dog Day Afternoon;7.6;618;2;1;1
975;935000;Drama|War;tt0050825;en;Paths of Glory;During World War I, commanding officer General Broulard (Adolphe Menjou) orders his subordinate, General Mireau (George Macready), to attack a German trench position, offering a promotion as an incentive. Though the mission is foolhardy to the point of suicide, Mireau commands his own subordinate, Colonel Dax (Kirk Douglas), to plan the attack. When it ends in disaster, General Mireau demands the court-martial of three random soldiers in order to save face.;3.155678;United Artists;United States of America;18/09/1957;0;88;English;Released;It explodes in the no-man's land no picture ever dared cross before!;Paths of Glory;8.1;500;2;1;3
976;0;Drama;tt0051036;en;Sweet Smell of Success;New York City newspaper writer J.J. Hunsecker holds considerable sway over public opinion with his Broadway column, but one thing that he can't control is his younger sister, Susan, who is in a relationship with aspiring jazz guitarist Steve Dallas. Hunsecker strongly disproves of the romance and recruits publicist Sidney Falco to find a way to split the couple, no matter how ruthless the method.;0.070623;Hecht-Hill-Lancaster Productions;United States of America;27/06/1957;0;96;English;Released;The almighty J.J... the columnist with sixty million believers... his wrath is feared by the great and near great who worship the sweet smell of success!;Sweet Smell of Success;7.5;96;1;1;1
977;0;Adventure|Drama|Romance;tt0022458;en;Tabu;"The youngsters Matahi and Reri are in love with each other. The old warrior Hitu announces that Reri is to be the new chosen virgin for the gods. This means she must stay untouched, otherwise she and her lover will be killed. But Matahi abducts and escapes with her to an island ruled by the white man, where their gods would be harmless and powerless. Tabu is the last film from director F.W. Murnau; he died before the film’s premiere in a car accident.";0.087056;Murnau-Flaherty Productions;United States of America;18/03/1931;0;84;English;Released;;Tabu;7.4;34;1;1;1
978;70000000;Adventure|Drama|History;tt0120102;en;Seven Years in Tibet;Austrian mountaineer, Heinrich Harrer journeys to the Himalayas without his family to head an expedition in 1939. But when World War II breaks out, the arrogant Harrer falls into Allied forces' hands as a prisoner of war. He escapes with a fellow detainee and makes his way to Llaso, Tibet, where he meets the 14-year-old Dalai Lama, whose friendship ultimately transforms his outlook on life.;3.440003;TriStar Pictures;United States of America;12/09/1997;131457682;136;English;Released;At the end of the world his real journey began.;Seven Years in Tibet;6.9;582;4;1;1
979;0;Drama|Thriller|Crime|Mystery;tt0290673;fr;Irréversible;Events over the course of one traumatic night in Paris unfold in reverse-chronological order as the beautiful Alex is brutally raped and beaten by a stranger in the underpass. Her boyfriend and ex-lover take matters into their own hands by hiring two criminals to help them find the rapist so that they can exact revenge. A simultaneously beautiful and terrible examination of the destructive nature of cause and effect, and how time destroys everything.;4.310747;Eskwad;France;22/05/2002;792;97;Français;Released;Time destroys everything.;Irreversible;7.0;495;7;1;1
980;0;Action|Drama|Western;tt0036244;en;The Ox-Bow Incident;Gil Carter and Art Croft ride into a small Nevada town plagued by cattle thieves. Initially suspected of being the rustlers themselves, Carter and Croft eventually join a posse out to get the criminals, who also may be involved in a recent shooting. When the posse closes in on a group that could be the fugitives, they must decide on a course of action, with numerous lives hanging in the balance.;1.54866;Twentieth Century Fox Film Corporation;United States of America;11/03/1943;0;75;English;Released;Tough! True! Terrifying!;The Ox-Bow Incident;7.9;67;1;1;1
981;0;Comedy|Romance;tt0032904;en;The Philadelphia Story;"Philadelphia heiress Tracy Lord throws out her playboy husband C.K. Dexter Haven shortly after their marriage. Two years later, Tracy is about to marry respectable George Kittredge whilst Dexter has been working for ""Spy"" magazine. Dexter arrives at the Lord's mansion the day before the wedding with journalist Mike Connor and photographer Liz Imbrie, determined to spoil things.";0.545739;Metro-Goldwyn-Mayer (MGM);United States of America;01/12/1940;0;112;English;Released;Broadway's howling year-run comedy hit of the snooty society beauty who slipped and fell - IN LOVE!;The Philadelphia Story;7.6;176;1;1;1
982;80000000;Mystery|Thriller;tt0056218;en;The Manchurian Candidate;The Manchurian Candidate is a political thriller from American director John Frankenheimer. An American soldier is brainwashed into being a killer for the communist Russians during the Korean War.;1.01849;United Artists;United States of America;24/10/1962;96105910;126;English;Released;When you've seen it all, you'll swear there's never been anything like it!;The Manchurian Candidate;7.7;168;2;1;1
983;0;Adventure|Drama;tt0073341;en;The Man Who Would Be King;"A robust adventure about two British adventurers who take over primitive Kafiristan as ""godlike"" rulers, meeting a tragic end through their desire for a native girl. Based on a short story by Rudyard Kipling.";1.452325;Persky-Bright Productions;United States of America;03/12/1975;0;129;English;Released;Rudyard Kipling's epic of splendor, spectacle and high adventure at the top of a legendary world.;The Man Who Would Be King;7.6;132;2;2;1
984;4000000;Action|Crime|Thriller;tt0066999;en;Dirty Harry;When a madman dubbed 'Scorpio' terrorizes San Francisco, hard-nosed cop, Harry Callahan – famous for his take-no-prisoners approach to law enforcement – is tasked with hunting down the psychopath. Harry eventually collars Scorpio in the process of rescuing a kidnap victim, only to see him walk on technicalities. Now, the maverick detective is determined to nail the maniac himself.;2.341653;Warner Bros.;United States of America;21/12/1971;35976000;102;Español;Released;Detective Harry Callahan. He doesn't break murder cases. He smashes them.;Dirty Harry;7.4;574;2;1;2
985;10000;Drama|Fantasy|Horror|Science Fiction;tt0074486;en;Eraserhead;Henry Spencer tries to survive his industrial environment, his angry girlfriend, and the unbearable screams of his newly born mutant child.;1.471364;American Film Institute (AFI);United States of America;19/03/1977;7000000;89;English;Released;Where your nightmares end...;Eraserhead;7.4;428;2;1;1
986;800;Comedy|Drama|History;tt0059012;en;Falstaff;The career of Shakespeare's Sir John Falstaff as roistering companion to young Prince Hal, circa 1400-1413.;0.458583;Internacional Films Espagnol;Switzerland;22/12/1965;0;115;English;Released;;Chimes at Midnight;6.8;34;3;3;2
987;4000000;Romance|Drama|Comedy;tt0071524;en;The Front Page;A journalist suffering from burn-out wants to finally say goodbye to his office – but his boss doesn’t like the idea one bit.;1.904577;Universal Studios;United States of America;01/12/1974;0;105;English;Released;;The Front Page;6.9;60;1;1;1
988;5900000;Thriller|Drama;tt0078966;en;The China Syndrome;While doing a series of reports on alternative energy sources, an opportunistic reporter Kimberly Wells witnesses an accident at a nuclear power plant. Wells is determined to publicise the incident but soon finds herself entangled in a sinister conspiracy to keep the full impact of the incident a secret.;0.365859;Columbia Pictures;United States of America;16/03/1979;51718367;122;English;Released;Sometimes it’s too late to tell the truth.;The China Syndrome;7.0;96;2;1;1
989;0;Drama;tt0032811;en;The Mortal Storm;The Roth family leads a quiet life in a small village in the German Alps during the early 1930s. When the Nazis come to power, the family is divided and Martin Brietner, a family friend is caught up in the turmoil.;0.639618;Metro-Goldwyn-Mayer (MGM);United States of America;14/06/1940;0;100;English;Released;The Most Exciting Picture!;The Mortal Storm;7.1;13;1;1;2
990;2000000;Drama;tt0054997;en;The Hustler;Fast Eddie Felson is a small-time pool hustler with a lot of talent but a self-destructive attitude. His bravado causes him to challenge the legendary Minnesota Fats to a high-stakes match.;1.341482;Twentieth Century Fox Film Corporation;United States of America;25/09/1961;7600000;134;English;Released;They called him Fast Eddie. He was a winner. He was a loser. He was a hustler.;The Hustler;7.7;224;2;1;1
991;1500000;Drama|Science Fiction;tt0074851;en;The Man Who Fell to Earth;Thomas Jerome Newton is an alien who comes to Earth to get water for his dying planet. He starts a high technology company to get the billions of dollars he needs to build a return spacecraft. A British science-fiction film from director Nicolas Roeg and starring David Bowie.;1.628343;British Lion Films;United Kingdom;18/03/1976;0;138;English;Released;You have to believe it to see it;The Man Who Fell to Earth;6.4;131;1;1;1
992;0;Fantasy|Drama|Comedy|Mystery;tt0015324;en;Sherlock, Jr.;A film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend's father's pocketwatch.;0.878918;Metro Pictures;United States of America;21/04/1924;0;49;English;Released;Every inch of footage holds such a laugh!;Sherlock, Jr.;8.1;120;1;1;1
993;0;Thriller|Mystery;tt0069281;en;Sleuth;The mystery stage play by Anthony Shaffer was adapted by the author into this stylish film from director Joseph L. Manciewicz. Laurence Olivier stars as Andrew Wyke, a best-selling author of detective fiction living in a grand 16th century mansion. Andrew is visited by Milo Tindle (Michael Caine), owner of a hair salon chain, and reveals to his guest that he's aware of Milo's affair with his wife Marguerite. Rather than being vengeful, however, Andrew professes he's glad to be rid of his troublesome spouse. To avoid paying heavy alimony, Andrew suggests that Milo disguise himself as a clown and steal his wife's expensive jewelry. That way Marguerite and Milo can obtain financial security while Andrew claims the loss on his insurance and all walk away rich. Andrew's plan is a devious one, however, designed to toy with his wife's lover, and a series of deceptions and counter-deceptions are launched in which nothing is as it seems.;1.10637;Palomar Pictures;United Kingdom;10/12/1972;0;138;English;Released;If it was murder, where's the body?;Sleuth;7.4;134;1;1;1
994;2200000;Crime|Drama|Thriller|Mystery;tt0067800;en;Straw Dogs;A young American and his English wife come to rural England and face increasingly vicious local harassment.;1.319442;ABC Pictures;United Kingdom;29/12/1971;3251794;118;English;Released;No good, no bad, no justice.;Straw Dogs;7.2;208;1;2;1
995;531374;Western;tt0031971;en;Stagecoach;A simple stagecoach trip is complicated by the fact that Geronimo is on the warpath in the area. The passengers on the coach include a drunken doctor, two women, a bank manager who has taken off with his client's money, and the famous Ringo Kid, among others.;1.786505;United Artists;United States of America;02/03/1939;1103757;96;English;Released;Danger holds the reins as the devil cracks the whip! Desperate men! Frontier women! Rising above their pasts in a West corrupted by violence and gun-fire!;Stagecoach;7.5;193;1;1;1
996;927262;Drama|Mystery|Thriller;tt0036775;en;Double Indemnity;Unsuspecting Mr. Dietrichson becomes increasingly accident prone after his icily calculating wife encourages him to sign a double indemnity policy proposed by a smooth-talking insurance agent. Against a backdrop of distinctly California settings, the partners in crime plan the perfect murder to collect the insurance. Perfect until a claims manager gets a familiar feeling of foul play and pursues the matter relentlessly.;1.025513;Paramount Pictures;United States of America;24/04/1944;2500000;107;English;Released;From the Moment they met it was Murder!;Double Indemnity;8.0;385;1;1;1
1018;15000000;Thriller|Drama|Mystery;tt0166924;en;Mulholland Drive;After a car wreck on the winding Mulholland Drive renders a woman amnesic, she and a perky Hollywood-hopeful search for clues and answers across Los Angeles in a twisting venture beyond dreams and reality.;4.371764;Asymmetrical Productions;France;16/05/2001;20117339;147;Español;Released;An actress longing to be a star. A woman searching for herself. Both worlds will collide... on Mulholland Drive.;Mulholland Drive;7.6;1340;5;2;2
1023;3700000;Drama|Comedy|Crime;tt0418455;da;Adams æbler;A neo-nazi sentenced to community service at a church clashes with the blindly devotional priest.;1.495508;M&M Productions;Denmark;15/04/2005;0;94;Dansk;Released;;Adam's Apples;7.4;181;1;2;1
1024;5000000;Drama|Fantasy;tt0110005;en;Heavenly Creatures;Based on the true story of Juliet Hulme and Pauline Parker, two close friends who share a love of fantasy and literature, who conspire to kill Pauline's mother when she tries to end the girls' intense and obsessive relationship.;0.917889;WingNut Films;New Zealand;02/09/1994;3049135;99;English;Released;From a secret world no one could see... came a crime no one could believe.;Heavenly Creatures;6.9;281;4;1;1
1039;0;Drama|Foreign;tt0141824;de;Die Siebtelbauern;In a small farming valley in Austria in the beginning of the 20th century a tyrannical farmer is found dead, and all the farmhands are relieved to be free of their tyrant. But the farmer was childless, so suddenly they all inherit the farm together. Now conflicts begin, as nobody is the boss and nobody has to obey.;0.13655;Bayerischer Rundfunk;Austria;19/06/1998;0;95;Deutsch;Released;The rich get richer... and sometimes the poor get richer too.;The Inheritors;6.9;6;3;1;1
1040;0;Drama;tt0057091;it;Il gattopardo;As Garibaldi's troops begin the unification of Italy in the 1860s, an aristocratic Sicilian family grudgingly adapts to the sweeping social changes undermining their way of life. Proud but pragmatic Prince Don Fabrizio Salina allows his war hero nephew, Tancredi, to marry Angelica, the beautiful daughter of gauche, bourgeois Don Calogero, in order to maintain the family's accustomed level of comfort and political clout.;0.414461;Titanus;France;28/03/1963;0;185;Italiano;Released;;The Leopard;7.7;118;4;2;3
1049;0;Drama|Thriller|Mystery|Romance;tt0108185;en;Sommersby;Set in the south of the United States just after the Civil War, Laurel Sommersby is just managing to work the farm without her husband Jack, believed killed in the Civil War. By all accounts, Jack Sommersby was not a pleasant man, thus when he returns, Laurel has mixed emotions. It appears that Jack has changed a great deal, leading some people to believe that this is not actually Jack but an imposter. Laurel herself is unsure, but willing to take the man into her home, and perhaps later into her heart...;0.912218;Canal Plus;France;05/02/1993;140081992;109;English;Released;She knew his face. His touch. His voice. She knew everything about him... But the truth.;Sommersby;5.9;77;3;2;1
1050;0;Comedy|Drama|Foreign;tt0215369;zh;Xizao;An aged father and his younger, mentally challenged son have been working hard every day to keep the bathhouse running for a motley group of regular customers. When his elder son, who left years ago to seek his fortune in the southern city of Shenzhen, abruptly returns one day, it once again puts under stress the long-broken father-son ties. Presented as a light-hearted comedy, Shower explores the value of family, friendship, and tradition.;0.870633;Imar Film Co., Ltd.;China;13/09/1999;0;92;English;Released;;Shower;6.9;19;1;1;3
1051;1800000;Action|Crime|Thriller;tt0067116;en;The French Connection;Tough narcotics detective 'Popeye' Doyle is in hot pursuit of a suave French drug dealer who may be the key to a huge heroin-smuggling operation.;2.094345;Twentieth Century Fox Film Corporation;United States of America;09/10/1971;41158757;104;English;Released;There are no rules and no holds barred when Popeye cuts loose!;The French Connection;7.4;392;3;1;2
1052;0;Drama|Mystery|Thriller;tt0060176;en;Blow-Up;A successful mod photographer in London whose world is bounded by fashion, pop music, marijuana, and easy sex, feels his life is boring and despairing. But in the course of a single day he accidentally captures on film the commission of a murder. The fact that he has photographed a murder does not occur to him until he studies and then blows up his negatives, uncovering details, blowing up smaller and smaller elements, and finally putting the puzzle together.;1.534559;Bridge Films;United Kingdom;18/12/1966;0;111;English;Released;Michelangelo Antonioni's first British film;Blow-Up;7.2;199;3;3;1
1058;0;Action|Drama|Romance|Thriller;tt0085276;en;Breathless;Jesse has to get out of Las Vegas quickly, and steals a car to drive to L.A. On the way he shoots a police man. When he makes it to L.A. he stays with Monica, a girl he has only known for a few days. As the film progresses, the police get closer to him, and the crimes escalate.;0.413308;Orion Pictures;United States of America;13/05/1983;19910002;100;English;Released;He's the last man on earth any woman needs - but every woman wants...;Breathless;5.6;66;3;1;1
1059;0;Adventure|Drama|Action|Comedy;tt0051808;ja;隠し砦の三悪人;Lured by gold, two greedy peasants escort a man and woman across enemy lines. However, they do not realize that their companions are actually a princess and her general.;0.970818;Toho Company;Japan;28/12/1958;0;139;日本語;Released;;The Hidden Fortress;8.0;103;1;1;1
